TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU2146MN24,11/04/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,2140,Madison Avenue,Manhattan,10037,"Lincoln Houses, Building 14.",Residence,1081113,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Stair Bulkhead Roof,Contaminated Wall Brick Veneer,25,Square Feet,Removal,Exterior Vertical Surface,40.811608,-73.93638,11,9,210,1017570001,East Harlem North
TRU2620MN24,02/24/2025 12:00:00 AM,10/27/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,NYCHA Dyckman Houses Bldg 6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,8,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,8th,Southwest Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU3058MN24,01/28/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,177,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#1,Residence,1080027,02216,0001,,,,New York City Housing Authority (NYCHA),Zoria Housing LLC,"Airtek Environmental, LLC",No,14,Exterior Façade Elevation # 7,Contaminated Window Sill as ACM,3,Square Feet,Removal,Exterior Vertical Surface,40.861686,-73.92446,12,10,299,1022160001,Marble Hill-Inwood
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,9th,East Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU2459BK24,02/04/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,372,Blake Avenue,Brooklyn,11212,"NYCHA Van Dyke, Bld. #11",Residence,3328042,03777,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,14,Exterior Façade Elevation #9,Contaminated Brick as ACM,8,Square Feet,Removal,Exterior Vertical Surface,40.666255,-73.905425,16,41,910,3037770001,Brownsville
TRU1599BX24,01/27/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1670,Watson Avenue,Bronx,10472,NYCHA Sotomayor HousesBld. #7,Residence,2092791,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Façade Elevation #3,Contaminated Brick as ACM,30,Square Feet,Removal,Exterior Vertical Surface,40.827017,-73.871242,9,18,44,2037230001,Soundview-Bruckner
TRU2760MN24,12/30/2024 12:00:00 AM,11/12/2025 12:00:00 AM,Postponed,No,61,Stanton Street,Manhattan,10002,LES 1 infill-Bldg 5,Residence,1077637,00416,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.","Airtek Environmental, LLC",No,Roof,Bulkhead,Gravel Stop,75,Square Feet,Removal,Exterior Foam,40.721891,-73.989967,3,1,3601,1004160001,Chinatown
TRU0189BK25,02/13/2025 12:00:00 AM,02/04/2026 12:00:00 AM,Postponed,No,30,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #1",Residence,3339436,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #13 - 17,Bricks Contaminated with ACM Tar / Flashing,8,Square Feet,Removal,Exterior Vertical Surface,40.671149,-73.909708,16,41,906,3034890001,Brownsville
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #22 - 27,Tar / Flashing at Spandrel Beam,5,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,4TH,Exterior Façade  Elevation #1 - 24,ACM Window Caulking,46,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU0808MN20,06/08/2020 12:00:00 AM,05/21/2021 12:00:00 AM,Postponed,No,50,Avenue D,Manhattan,10009,"GR1700529 Lilian Wald, Building #4",Residence,1078049,00356,0001,,,,New York City Housing Authority (NYCHA),"ETS Contracting, Inc.",Genesis Environmental Consultants Inc.,No,GROUND FLO,EXTERIOR FACADES,EXTERIOR WINDOW CAULK,12,Square Feet,Removal,Exterior Vertical Surface,40.721675,-73.977485,3,2,20,1003560001,Lower East Side
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,9th,South Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,7,Apartment A,Floor tile and mastic,4,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,13th,Northeast Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #1,Tar / Flashing at Spandrel Beam,48,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU0193BK25,02/17/2025 12:00:00 AM,02/05/2026 12:00:00 AM,Postponed,No,303,Vernon Avenue,Brooklyn,11206,NYCHA 303 Vernon Ave Houses Bldg 1,Residence,3042881,01585,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Airtek Environmental, LLC",No,19,Elevator A Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.695732,-73.939607,3,36,283,3015850001,Stuyvesant Heights
TRU0323BK25,03/10/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,190,York Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #10",Residence,3325904,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #26 - 40,Bricks Contaminated with ACM Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.701376,-73.983453,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,Bs'mt,"Exterior Facade - Elevations #5,6",Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,11th,South Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU1971BK19,12/02/2019 12:00:00 AM,11/20/2020 12:00:00 AM,Postponed,No,311,Patchen Avenue,Brooklyn,11233,"NYCHA BW1830617 Brevoort, Building #8",Residence,3325168,01688,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #1 - 24,Bricks Contaminated with ACM Tar / Flashing,4,Square Feet,Removal,Exterior Vertical Surface,40.680567,-73.925559,3,41,381,3016880001,Crown Heights North
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevations #22 - 27,Bricks Contaminated with ACM Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,9,Exterior Facade - Elevations #2,Bricks Contaminated with ACM Tar / Flashing,2,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,5th,East Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU3032MN24,02/11/2025 12:00:00 AM,12/18/2025 12:00:00 AM,Postponed,No,201,West 93rd Street,Manhattan,10025,De-Hostos Apartments Bldg.#1,Residence,1033648,01241,0025,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Genesis Environmental Consultants Inc.,No,Roof,"Bulkhead Elevations Facade A,B,C&D",Contaminated Brick as ACM,74,Square Feet,Removal,Exterior Vertical Surface,40.792156,-73.971813,7,6,179,1012410025,Upper West Side
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,7th,North Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #1 - 4,Bricks Contaminated with ACM Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU1977MN24,08/27/2024 12:00:00 AM,08/13/2025 12:00:00 AM,Postponed,No,125,West 93rd. Street,Manhattan,10025,WSUR (Brownstones)Bldg.#1. Contract BW 2315696,Residence,1080387,01224,0016,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Airtek Environmental Corp.,No,1st Floor,Roof,Base Flashing,80,Square Feet,Removal,Exterior Foam,40.791352,-73.969913,7,6,177,1012240016,Upper West Side
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,9th,Apt. 9B/C - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU1185QN24,01/08/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,50-14,31st Avenue,Queens,11377,"NYCHA 2413067 Woodside, Bld. #5",Residence,4431005,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,2,Exterior Facade - Elevations #26,Tar / Flashing at Lintel,4,Square Feet,Removal,Exterior Vertical Surface,40.757312,-73.908534,1,26,163,4007380050,Astoria
TRU1758MN24,10/07/2024 12:00:00 AM,07/24/2025 12:00:00 AM,Postponed,No,2130,Madison Avenue,Manhattan,10037,Building #9,Residence,1081114,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Bulkhead Walls,"Door lintel Flashing, Mastic",6,Square Feet,Removal,Exterior Vertical Surface,40.811232,-73.936648,11,9,210,1017570001,East Harlem North
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #1 - 4,Window Sills Contaminated with ACM Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevations #3,Bricks Contaminated with ACM Tar / Flashing,2,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,2nd,South Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU2147MN24,10/28/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,2199,5th Avenue,Manhattan,10037,"Lincoln Houses, Building 13.",Residence,1081111,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Parapet Walls,Parapet Wall Brik Surface,1512,Square Feet,Removal,Exterior Vertical Surface,40.811894,-73.938248,11,9,210,1017570001,East Harlem North
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,Bs'mt,"Exterior Facade - Elevations #1,2,3,4,7,8",Bricks Contaminated with ACM Caulking,21,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU2762MN24,12/16/2024 12:00:00 AM,11/12/2025 12:00:00 AM,Postponed,No,201,Eldridge Street,Manhattan,10002,LES 1 Infill-Bldg 3,Residence,1077628,00421,0052,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.","Airtek Environmental, LLC",No,Roof,Main Roof,Base Flashing Composite to Bulkhead,141,Square Feet,Removal,Exterior Foam,40.721139,-73.990451,3,1,3601,1004210052,Chinatown
TRU0254SI24,12/16/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,263,Westwood Avenue,Staten Island,10314,Building 4 Stairhall 8 NYCHA Todt Hill,Residence,5108965,00706,0001,,,,New York City Housing Authority (NYCHA),JVN Restoration Inc.,"Airtek Environmental, LLC",No,1,Apt. 1D Bathroom,Pipe Insulation Debris,1,Square Feet,Removal,Tent,40.606549,-74.118926,2,49,173,5007060001,New Springville-Bloomfield-Travis
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,18,Exterior Facade - Elevations #3,Bricks Contam. with ACM Tar / Flashing at Spandrel,73,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,12,Apartment H,Floor tile and mastic,3,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,2 - 5,Exterior Façade Elevation # 17,Contaminated Shelf Angle as ACM,58,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU2261BK24,02/04/2025 12:00:00 AM,11/11/2025 12:00:00 AM,Postponed,No,470,DeKalb Avenue,Brooklyn,11205,"NYCHA -Lafayette Houses, Bld. #3",Residence,3346319,01938,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,1-13,Exterior Façade Elevation #3,Vertical expansion joint Caulking,54,Square Feet,Removal,Exterior Vertical Surface,40.690588,-73.958131,3,35,233,3019380001,Bedford
TRU2152MN24,09/25/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,47,West 89th. Street,Manhattan,10024,WSUR (Brownstones)Bldg.#34. Contract BW 2315696,Residence,1031552,01203,0013,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Airtek Environmental Corp.,No,Main Roof,Roof Perimeter,Asbestos Containing Flashing Material,468,Square Feet,Removal,Exterior Foam,40.787896,-73.969503,7,6,173,1012030013,Upper West Side
TRU0267BK25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,60,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #6",Residence,3348343,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,8,Exterior Facade - Elevations #10 - 12,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.671261,-73.908937,16,41,906,3034890001,Brownsville
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,6th,Northeast Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,16,"Exterior Facade - Elevations #4,5,6",Bricks Contam. with ACM Tar / Flashing at Spandrel,190,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,11 - 14,Exterior Façade Elevations #27-35,Tar/Flashing as ACM,900,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU2264MN24,09/23/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1485,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #4",Residence,1078924,01636,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #1 - 16,Window Sills Contaminated with ACM Caulking,10,Square Feet,Removal,Exterior Vertical Surface,40.794387,-73.94682,11,8,172,1016360001,East Harlem South
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,4th,Apt. 4C/D - Bathroom,Concealed Vertical Pipe Insulation,20,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,17th,West Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #2,Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #3,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU0193BK25,02/17/2025 12:00:00 AM,02/05/2026 12:00:00 AM,Postponed,No,303,Vernon Avenue,Brooklyn,11206,NYCHA 303 Vernon Ave Houses Bldg 1,Residence,3042881,01585,0001,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Airtek Environmental, LLC",No,15,Elevator A Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.695732,-73.939607,3,36,283,3015850001,Stuyvesant Heights
TRU1996BK19,12/30/2019 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,24,Humboldt Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #2",Residence,3338433,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,19,Exterior Facade - Elevations #1 - 16,Tar / Flashing at Lintel / Spandrel Beam,4,Square Feet,Removal,Exterior Vertical Surface,40.702194,-73.9406,1,34,489,3031290001,Bushwick South
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,16,Exterior Facade - Elevations #2,Window Sills Contaminated with ACM Caulking,5,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,8,Exterior Facade - Elevations #3,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,8,Exterior Facade - Elevations #4,Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
